Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A709245,,08/06/2015 01:06:00 PM,08/06/2015 01:06:00 PM,2815 E Slaughter Ln in Austin (TX),Stray,Normal,Dog,Intact Female,3 weeks,Labrador Retriever/Border Collie,Tricolor,,09/11/2015 05:45:00 PM,09/11/2015 05:45:00 PM,07/15/2015,Dog,Spayed Female,1 month,Labrador Retriever/Border Collie,Tricolor,0.0
A782019,*Scout,10/09/2018 04:19:00 PM,10/09/2018 04:19:00 PM,183 And Metropolis in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Labrador Retriever Mix,White/Brown Brindle,*Scout,03/16/2019 06:21:00 PM,03/16/2019 06:21:00 PM,04/09/2018,Dog,Spayed Female,11 months,Labrador Retriever Mix,White/Brown Brindle,0.0
A583691,Shadow,10/29/2018 06:42:00 PM,10/29/2018 06:42:00 PM,5105 Spruce Cv in Austin (TX),Stray,Normal,Dog,Neutered Male,9 years,Labrador Retriever,Black,Shadow,10/31/2018 11:15:00 AM,10/31/2018 11:15:00 AM,09/07/2009,Dog,Neutered Male,9 years,Labrador Retriever,Black,0.0
A763930,,12/18/2017 03:53:00 PM,12/18/2017 03:53:00 PM,Austin (TX),Stray,Sick,Dog,Unknown,1 month,Rat Terrier Mix,Tan/White,,12/18/2017 06:01:00 PM,12/18/2017 06:01:00 PM,11/04/2017,Dog,Unknown,1 month,Rat Terrier Mix,Tan/White,0.0
A691637,Ozzie,11/07/2014 02:29:00 PM,11/07/2014 02:29:00 PM,Old Lockhart And Fm 1625 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Australian Cattle Dog Mix,Blue Merle,Ozzie,11/25/2014 02:52:00 PM,11/25/2014 02:52:00 PM,05/07/2013,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Blue Merle,0.0
A725073,Zara,04/25/2016 03:21:00 PM,04/25/2016 03:21:00 PM,2005 Ouida Dr in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Pit Bull Mix,Yellow/White,Zara,04/28/2016 04:33:00 PM,04/28/2016 04:33:00 PM,06/21/2015,Dog,Spayed Female,10 months,Pit Bull Mix,Yellow/White,0.0
A673705,Brownie,02/28/2014 05:57:00 PM,02/28/2014 05:57:00 PM,St Elmo & Vinson in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Dachshund Wirehair/Pbgv,Chocolate,Brownie,03/07/2014 05:33:00 PM,03/07/2014 05:33:00 PM,02/28/2012,Dog,Neutered Male,2 years,Dachshund Wirehair/Pbgv,Chocolate,0.0
A756055,Kenpachi,08/13/2017 02:01:00 PM,08/13/2017 02:01:00 PM,110 San Antonio Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,Kenpachi,08/17/2017 05:34:00 PM,08/17/2017 05:34:00 PM,06/13/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A760475,,10/18/2017 03:59:00 PM,10/18/2017 03:59:00 PM,6803 Denorah Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Black,,11/06/2017 05:24:00 PM,11/06/2017 05:24:00 PM,08/25/2017,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Black,0.0
A707134,,07/08/2015 02:09:00 PM,07/08/2015 02:09:00 PM,1003 Stoneoak Ln in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,,07/09/2015 09:00:00 AM,07/09/2015 09:00:00 AM,04/08/2015,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A774081,*Flora,06/10/2018 11:07:00 AM,06/10/2018 11:07:00 AM,8508 Damita Jo Drive in Manor (TX),Stray,Normal,Dog,Intact Female,2 years,Plott Hound Mix,Brown Brindle,*Flora,07/29/2018 12:08:00 PM,07/29/2018 12:08:00 PM,06/10/2016,Dog,Spayed Female,2 years,Plott Hound Mix,Brown Brindle,0.0
A697571,Camelia,02/25/2015 01:07:00 PM,02/25/2015 01:07:00 PM,9515 Night Star in Austin (TX),Public Assist,Injured,Dog,Intact Female,11 months,Pit Bull Mix,Blue/White,Camelia,02/28/2015 01:57:00 PM,02/28/2015 01:57:00 PM,03/25/2014,Dog,Intact Female,11 months,Pit Bull Mix,Blue/White,1.0
A798455,*Ghost,06/26/2019 12:18:00 PM,06/26/2019 12:18:00 PM,5600 Gerard Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Flame Point/White,*Ghost,08/09/2019 06:29:00 AM,08/09/2019 06:29:00 AM,05/19/2019,Cat,Intact Male,2 months,Domestic Shorthair,Flame Point/White,1.0
A788252,Bacon,01/29/2019 11:26:00 AM,01/29/2019 11:26:00 AM,Franklin Park And Pleasant Valley in Austin (TX),Stray,Normal,Livestock,Unknown,4 months,Pig Mix,Gray,Bacon,01/29/2019 01:25:00 PM,01/29/2019 01:25:00 PM,09/29/2018,Livestock,Unknown,4 months,Pig Mix,Gray,0.0
A742086,Mephisto,01/14/2017 02:16:00 PM,01/14/2017 02:16:00 PM,904 Bedford Street in Austin (TX),Stray,Injured,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black/Black,Mephisto,01/20/2017 06:28:00 PM,01/20/2017 06:28:00 PM,09/14/2016,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/Black,0.0
A651543,Rocky,03/03/2014 11:34:00 AM,03/03/2014 11:34:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/White,Rocky,03/13/2014 11:23:00 AM,03/13/2014 11:23:00 AM,02/12/2013,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/White,0.0
A789142,,02/15/2019 05:25:00 PM,02/15/2019 05:25:00 PM,4801 Turnstone Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby,,04/16/2019 01:31:00 PM,04/16/2019 01:31:00 PM,01/15/2019,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,0.0
A757485,,09/03/2017 11:43:00 AM,09/03/2017 11:43:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue Tabby,,09/10/2017 06:28:00 PM,09/10/2017 06:28:00 PM,05/19/2017,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby,0.0
A703179,,05/21/2015 01:00:00 PM,05/21/2015 01:00:00 PM,Springdale And 7Th in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,,05/21/2015 02:57:00 PM,05/21/2015 02:57:00 PM,03/30/2015,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,1.0
A579961,Jasper,11/22/2017 11:01:00 AM,11/22/2017 11:01:00 AM,Perez Street And East 16Th in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan,Jasper,11/25/2017 11:18:00 AM,11/25/2017 11:18:00 AM,07/20/2009,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan,0.0
A738334,Ceeder,12/31/2017 11:30:00 AM,12/31/2017 11:30:00 AM,Pflugerville (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,Ceeder,01/10/2018 12:50:00 PM,01/10/2018 12:50:00 PM,11/13/2015,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,0.0
A734307,Olive,09/04/2016 01:21:00 PM,09/04/2016 01:21:00 PM,8807 Piney Point Dr in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan,Olive,09/09/2016 07:29:00 PM,09/09/2016 07:29:00 PM,09/04/2013,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan,0.0
A675435,Raven,03/27/2014 03:58:00 PM,03/27/2014 03:58:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Chihuahua Shorthair/Dachshund,Black,Raven,03/30/2014 12:31:00 PM,03/30/2014 12:31:00 PM,01/27/2013,Dog,Spayed Female,1 year,Chihuahua Shorthair/Dachshund,Black,0.0
A737251,*Scully,10/24/2016 03:37:00 PM,10/24/2016 03:37:00 PM,1900 Santa Clara St in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Border Collie Mix,White/Black,*Scully,11/12/2016 04:06:00 PM,11/12/2016 04:06:00 PM,10/24/2015,Dog,Spayed Female,1 year,Border Collie Mix,White/Black,0.0
A687496,,09/05/2014 02:12:00 PM,09/05/2014 02:12:00 PM,12660 Ballerstedt Dr in Travis (TX),Stray,Normal,Cat,Unknown,3 days,Domestic Shorthair Mix,Black/White,,09/05/2014 03:16:00 PM,09/05/2014 03:16:00 PM,09/02/2014,Cat,Unknown,3 days,Domestic Shorthair Mix,Black/White,0.0
A760457,*Saltydog,10/18/2017 01:34:00 PM,10/18/2017 01:34:00 PM,2518 Chaparral in Austin (TX),Stray,Other,Dog,Neutered Male,10 years,Jack Russell Terrier Mix,White/Black,*Saltydog,11/30/2017 06:47:00 AM,11/30/2017 06:47:00 AM,10/18/2007,Dog,Neutered Male,10 years,Jack Russell Terrier Mix,White/Black,0.0
A798695,*Pancho,06/29/2019 12:45:00 PM,06/29/2019 12:45:00 PM,13805 Ceylon Tea in Pflugerville (TX),Stray,Normal,Cat,Intact Male,5 weeks,Domestic Shorthair,Black/White,*Pancho,08/17/2019 12:08:00 PM,08/17/2019 12:08:00 PM,05/25/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White,0.0
A750197,Khan,05/24/2017 10:09:00 AM,05/24/2017 10:09:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White,Khan,05/29/2017 01:37:00 PM,05/29/2017 01:37:00 PM,05/24/2014,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A742326,Kayla,04/12/2018 12:31:00 PM,04/12/2018 12:31:00 PM,Interstate 35 And Highway 183 in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black,Kayla,05/20/2018 01:46:00 PM,05/20/2018 01:46:00 PM,05/28/2012,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black,0.0
A727255,Elvis,05/20/2016 02:25:00 PM,05/20/2016 02:25:00 PM,Austin (TX),Public Assist,Normal,Cat,Neutered Male,7 years,Domestic Longhair Mix,Brown Tabby,Elvis,05/27/2016 11:45:00 AM,05/27/2016 11:45:00 AM,05/20/2009,Cat,Neutered Male,7 years,Domestic Longhair Mix,Brown Tabby,0.0
A786151,,12/18/2018 09:24:00 AM,12/18/2018 09:24:00 AM,9100 Texas Sun in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Opossum Mix,Gray,,12/18/2018 11:05:00 AM,12/18/2018 11:05:00 AM,12/18/2016,Other,Unknown,2 years,Opossum Mix,Gray,1.0
A666409,,10/31/2013 05:25:00 PM,10/31/2013 05:25:00 PM,6207 Wier Hills Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Maltese Mix,White,,11/06/2013 11:12:00 AM,11/06/2013 11:12:00 AM,10/31/2012,Dog,Neutered Male,1 year,Maltese Mix,White,0.0
A669817,Jj,12/27/2013 04:49:00 PM,12/27/2013 04:49:00 PM,Tampa Cove in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black,Jj,02/09/2014 03:58:00 PM,02/09/2014 03:58:00 PM,11/18/2013,Cat,Intact Male,2 months,Domestic Shorthair Mix,White/Black,0.0
A770808,Boomer,05/15/2018 10:50:00 AM,05/15/2018 10:50:00 AM,5300 North Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Dachshund Mix,Red,Boomer,05/22/2018 03:38:00 PM,05/22/2018 03:38:00 PM,04/25/2016,Dog,Neutered Male,2 years,Dachshund Mix,Red,0.0
A690431,*Spooky,10/20/2014 04:13:00 PM,10/20/2014 04:13:00 PM,Lambs Ln in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Black,*Spooky,08/19/2017 09:32:00 AM,08/19/2017 09:32:00 AM,09/28/2014,Cat,Spayed Female,2 years,Domestic Longhair Mix,Black,0.0
A763205,Albie,12/05/2017 11:54:00 AM,12/05/2017 11:54:00 AM,3702 Commerce Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd Mix,Black/Brown,Albie,12/11/2017 06:28:00 PM,12/11/2017 06:28:00 PM,10/12/2017,Dog,Neutered Male,1 month,German Shepherd Mix,Black/Brown,0.0
A700709,Shiner,04/18/2015 02:30:00 PM,04/18/2015 02:30:00 PM,Old Lockhart Hwy & 1625 in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,Greyhound Mix,Yellow Brindle/White,Shiner,04/22/2015 07:06:00 PM,04/22/2015 07:06:00 PM,04/18/2012,Dog,Neutered Male,3 years,Greyhound Mix,Yellow Brindle/White,0.0
A738343,*Chandi,11/13/2016 01:17:00 PM,11/13/2016 01:17:00 PM,8518 Woodstone Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico,*Chandi,11/21/2016 12:00:00 AM,11/21/2016 12:00:00 AM,09/28/2016,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico,0.0
A725375,*Billy,04/28/2016 01:52:00 PM,04/28/2016 01:52:00 PM,Wire Rd And Cedar Lime Rd in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate/White,*Billy,05/23/2016 05:07:00 PM,05/23/2016 05:07:00 PM,09/28/2013,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate/White,0.0
A771761,,05/09/2018 05:59:00 PM,05/09/2018 05:59:00 PM,2514 Howellwood  Way in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,White/Blue,,05/12/2018 07:33:00 PM,05/12/2018 07:33:00 PM,05/09/2016,Cat,Intact Female,2 years,Domestic Shorthair Mix,White/Blue,0.0
A750584,*Jackson,05/29/2017 11:08:00 AM,05/29/2017 11:08:00 AM,9204 Quail Rock Circle in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,*Jackson,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,04/20/2017,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,0.0
A746905,,04/11/2017 08:02:00 AM,04/11/2017 08:02:00 AM,14510 St Francis in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby,,04/11/2017 08:15:00 AM,04/11/2017 08:15:00 AM,04/10/2015,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby,1.0
A778042,Mina,10/14/2018 11:48:00 AM,10/14/2018 11:48:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,Mina,10/15/2018 05:22:00 PM,10/15/2018 05:22:00 PM,08/06/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A768981,,03/28/2018 03:33:00 PM,03/28/2018 03:33:00 PM,3427 Parker Lane in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Jack Russell Terrier Mix,White/Tan,,04/01/2018 04:17:00 PM,04/01/2018 04:17:00 PM,10/28/2017,Dog,Spayed Female,5 months,Jack Russell Terrier Mix,White/Tan,0.0
A775105,*Tex,06/24/2018 02:27:00 PM,06/24/2018 02:27:00 PM,5400 Brodie Lane in Sunset Valley (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Brown/Tricolor,*Tex,07/01/2018 04:18:00 PM,07/01/2018 04:18:00 PM,06/24/2017,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown/Tricolor,0.0
A678199,Bean,05/05/2014 03:51:00 PM,05/05/2014 03:51:00 PM,Del Valle (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Longhair Mix,Black,Bean,06/14/2014 02:33:00 PM,06/14/2014 02:33:00 PM,11/05/2013,Cat,Neutered Male,7 months,Domestic Longhair Mix,Black,0.0
A756052,,08/13/2017 01:06:00 PM,08/13/2017 01:06:00 PM,14000 Sunderland Dr in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,American Shorthair Mix,Brown Tabby,,08/18/2017 05:40:00 PM,08/18/2017 05:40:00 PM,04/13/2017,Cat,Intact Female,4 months,American Shorthair Mix,Brown Tabby,0.0
A810959,Millie,12/23/2019 03:22:00 PM,12/23/2019 03:22:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pembroke Welsh Corgi/Labrador Retriever,Yellow,Millie,12/30/2019 06:55:00 PM,12/30/2019 06:55:00 PM,07/23/2017,Dog,Spayed Female,2 years,Pembroke Welsh Corgi/Labrador Retriever,Yellow,0.0
A777175,Austin,07/24/2018 03:04:00 PM,07/24/2018 03:04:00 PM,8Th Street And Red River Street in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue/White,Austin,08/18/2018 04:34:00 PM,08/18/2018 04:34:00 PM,05/09/2018,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue/White,0.0
A524150,Bonita,01/12/2016 05:55:00 PM,01/12/2016 05:55:00 PM,Rockland Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Beagle Mix,Tricolor,Bonita,01/13/2016 11:55:00 AM,01/13/2016 11:55:00 AM,10/05/2007,Dog,Spayed Female,8 years,Beagle Mix,Tricolor,0.0
A803394,*Huey Lewis,08/31/2019 02:42:00 PM,08/31/2019 02:42:00 PM,2300 East Cesar Chavez Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Blue/White,*Huey Lewis,10/28/2019 04:48:00 PM,10/28/2019 04:48:00 PM,08/31/2017,Dog,Neutered Male,2 years,Pit Bull,Blue/White,0.0
A696292,Diesel,09/14/2019 05:41:00 PM,09/14/2019 05:41:00 PM,Outside Jurisdiction,Stray,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,Blue/White,Diesel,09/25/2019 03:22:00 PM,09/25/2019 03:22:00 PM,08/02/2013,Dog,Neutered Male,6 years,Pit Bull Mix,Blue/White,0.0
A786510,,12/26/2018 04:47:00 PM,12/26/2018 04:47:00 PM,1054 Springdale Road in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Calico,,12/31/2018 04:26:00 PM,12/31/2018 04:26:00 PM,10/01/2018,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Calico,0.0
A667401,*Posie,11/17/2013 02:18:00 PM,11/17/2013 02:18:00 PM,William Cannon/ S 1St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan,*Posie,11/27/2013 02:33:00 PM,11/27/2013 02:33:00 PM,05/17/2012,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan,0.0
A791528,Ricci,03/27/2019 08:41:00 AM,03/27/2019 08:41:00 AM,2480 Ranch Rd in Travis (TX),Stray,Normal,Dog,Neutered Male,6 years,Labrador Retriever Mix,White,Ricci,03/27/2019 02:25:00 PM,03/27/2019 02:25:00 PM,03/27/2013,Dog,Neutered Male,6 years,Labrador Retriever Mix,White,0.0
A723972,Cookie,04/09/2016 04:13:00 PM,04/09/2016 04:13:00 PM,6812 Bryn Mawr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Shih Tzu Mix,White/Gray,Cookie,04/16/2016 06:35:00 PM,04/16/2016 06:35:00 PM,04/09/2015,Dog,Spayed Female,1 year,Shih Tzu Mix,White/Gray,0.0
A683514,,07/11/2014 02:17:00 PM,07/11/2014 02:17:00 PM,6103 Manor Rd in Austin (TX),Stray,Sick,Cat,Unknown,2 months,Domestic Shorthair Mix,Brown Tabby,,07/11/2014 03:35:00 PM,07/11/2014 03:35:00 PM,04/11/2014,Cat,Unknown,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A795886,*Cora,05/25/2019 04:04:00 PM,05/25/2019 04:04:00 PM,6914 Providence in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie/White,*Cora,07/19/2019 05:01:00 PM,07/19/2019 05:01:00 PM,04/28/2019,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie/White,0.0
A793365,*Flora,04/23/2019 11:03:00 PM,04/23/2019 11:03:00 PM,Hw 290 And Ih 35 in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby,*Flora,05/03/2019 06:03:00 PM,05/03/2019 06:03:00 PM,04/23/2017,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby,0.0
A733865,Dragon,08/28/2016 03:53:00 PM,08/28/2016 03:53:00 PM,Travis (TX),Public Assist,Normal,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Tan/White,Dragon,09/08/2016 05:39:00 PM,09/08/2016 05:39:00 PM,08/28/2012,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Tan/White,0.0
A803099,,08/27/2019 03:32:00 PM,08/27/2019 03:32:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Torbie,,09/05/2019 12:05:00 PM,09/05/2019 12:05:00 PM,04/27/2019,Cat,Spayed Female,4 months,Domestic Shorthair,Torbie,0.0
A679779,Robin,05/26/2014 10:59:00 AM,05/26/2014 10:59:00 AM,Tonowa Trl in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Snowshoe Mix,Seal Point/White,Robin,05/27/2014 05:29:00 PM,05/27/2014 05:29:00 PM,04/28/2014,Cat,Intact Male,4 weeks,Snowshoe Mix,Seal Point/White,0.0
A756427,Sterling,08/19/2017 01:24:00 PM,08/19/2017 01:24:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle,Sterling,08/19/2017 05:22:00 PM,08/19/2017 05:22:00 PM,06/19/2017,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle,0.0
A665179,*Freckles,12/18/2013 05:13:00 PM,12/18/2013 05:13:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pointer/Australian Cattle Dog,White/Red Tick,*Freckles,12/24/2013 12:31:00 PM,12/24/2013 12:31:00 PM,10/14/2012,Dog,Spayed Female,1 year,Pointer/Australian Cattle Dog,White/Red Tick,0.0
A707504,,07/14/2015 11:01:00 AM,07/14/2015 11:01:00 AM,1404 Cotton in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby/White,,07/14/2015 12:15:00 PM,07/14/2015 12:15:00 PM,06/25/2015,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby/White,0.0
A675464,,03/28/2014 08:06:00 AM,03/28/2014 08:06:00 AM,300 Red River St in Austin (TX),Wildlife,Sick,Other,Intact Male,1 year,Opossum Mix,Gray/White,,04/12/2014 02:55:00 PM,04/12/2014 02:55:00 PM,03/28/2013,Other,Intact Male,1 year,Opossum Mix,Gray/White,1.0
A707245,Sophia,07/10/2015 12:19:00 PM,07/10/2015 12:19:00 PM,21201 Ann Showers Dr in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Buff,Sophia,07/15/2015 11:29:00 AM,07/15/2015 11:29:00 AM,05/04/2015,Dog,Intact Female,2 months,Labrador Retriever Mix,Buff,0.0
A790745,Mama Dog,03/15/2019 06:23:00 PM,03/15/2019 06:23:00 PM,2336 Douglas Street in Austin (TX),Stray,Normal,Dog,Intact Female,8 years,German Shepherd Mix,Black/Tan,Mama Dog,03/16/2019 11:30:00 AM,03/16/2019 11:30:00 AM,03/15/2011,Dog,Intact Female,8 years,German Shepherd Mix,Black/Tan,0.0
A792855,Mac,04/16/2019 12:18:00 PM,04/16/2019 12:18:00 PM,6812 Broad Brook Drive in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,1 year,Cairn Terrier Mix,Tan,Mac,07/03/2019 06:49:00 AM,07/03/2019 06:49:00 AM,04/16/2018,Dog,Neutered Male,1 year,Cairn Terrier Mix,Tan,0.0
A648134,Baby,11/14/2013 12:56:00 PM,11/14/2013 12:56:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White,Baby,11/21/2013 04:21:00 PM,11/21/2013 04:21:00 PM,04/22/2012,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White,0.0
A716196,*Nadia,11/16/2015 11:23:00 AM,11/16/2015 11:23:00 AM,1103 Speer Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,*Nadia,12/21/2015 06:08:00 PM,12/21/2015 06:08:00 PM,10/09/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,0.0
A726701,Yao,05/16/2016 01:29:00 PM,05/16/2016 01:29:00 PM,10555#B Maha Cir in Travis (TX),Stray,Aged,Dog,Intact Male,15 years,German Shepherd/Chow Chow,Tan/Gray,Yao,06/04/2016 05:39:00 PM,06/04/2016 05:39:00 PM,05/16/2001,Dog,Intact Male,15 years,German Shepherd/Chow Chow,Tan/Gray,0.0
A751799,,06/13/2017 10:16:00 AM,06/13/2017 10:16:00 AM,409 Black Son Ave in Austin (TX),Stray,Nursing,Cat,Intact Female,1 day,Domestic Shorthair Mix,Black/White,,06/13/2017 12:03:00 PM,06/13/2017 12:03:00 PM,06/12/2017,Cat,Intact Female,1 day,Domestic Shorthair Mix,Black/White,0.0
A675938,,04/02/2014 02:33:00 PM,04/02/2014 02:33:00 PM,Edgemere Dr And Framingham in Pflugerville (TX),Stray,Normal,Cat,Intact Female,3 days,Domestic Shorthair Mix,Torbie,,04/02/2014 03:13:00 PM,04/02/2014 03:13:00 PM,03/30/2014,Cat,Intact Female,3 days,Domestic Shorthair Mix,Torbie,0.0
A799936,,07/14/2019 11:29:00 AM,07/14/2019 11:29:00 AM,2204 Leah Cove in Austin (TX),Stray,Sick,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue/White,,08/13/2019 12:56:00 PM,08/13/2019 12:56:00 PM,06/14/2019,Cat,Intact Male,1 month,Domestic Shorthair,Blue/White,0.0
A741682,*Venus,01/06/2017 12:50:00 PM,01/06/2017 12:50:00 PM,6809 Bill Hughes in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Kelpie Mix,Black/Brown,*Venus,01/23/2017 07:06:00 PM,01/23/2017 07:06:00 PM,01/06/2016,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black/Brown,0.0
A697461,Agatha,02/24/2015 12:26:00 PM,02/24/2015 12:26:00 PM,Lakeway (TX),Owner Surrender,Normal,Cat,Intact Female,3 years,Domestic Shorthair Mix,Torbie,Agatha,04/04/2015 03:11:00 PM,04/04/2015 03:11:00 PM,02/24/2012,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Torbie,0.0
